year	title	rating	author	content	hash	webpage
2021	The Phantom	6.5	Claire Johnson	A good movie even for a Documentary	69762be3a6ea19fe8182399467b395b9	https://myspace.us/claires_word/movies/claire_johnson/the_phantom_2021
2021	Plan B	6.7	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/plan_b_2021
2021	President	7.6	Claire Johnson	A good movie even for a Documentary	69762be3a6ea19fe8182399467b395b9	https://myspace.us/claires_word/movies/claire_johnson/president_2021
2021	The Big Rant	7.2	Claire Johnson	Yeahh! This movie is definitely a must see	a454f1cdf9793c46463a92f4739855e8	https://myspace.us/claires_word/movies/claire_johnson/the_big_rant_2021
2022	Mrs Harris Goes to Paris	7.1	Claire Johnson	Yeahh! This movie is definitely a must see	a454f1cdf9793c46463a92f4739855e8	https://myspace.us/claires_word/movies/claire_johnson/mrs_harris_goes_to_paris_2022
2021	The Wedding Trip	5.8	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/the_wedding_trip_2021
2021	Small Engine Repair	6.5	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/small_engine_repair_2021
2021	What?	6.2	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/what?_2021
2021	Prince Philip: The Man Behind the Throne	5.2	Claire Johnson	A good movie even for a Documentary	69762be3a6ea19fe8182399467b395b9	https://myspace.us/claires_word/movies/claire_johnson/prince_philip:_the_man_behind_the_throne_2021
2021	Zack Snyder's Justice League	8	Claire Johnson	A good choice to spent the Sunday evening	e44cec129161b59938ea7ad2f7df2b74	https://myspace.us/claires_word/movies/claire_johnson/zack_snyder's_justice_league_2021
2022	Fantastic Beasts: The Secrets of Dumbledore	6.2	Claire Johnson	Too long! i got asleep	035255c7e227a7319cb01e6382109136	https://myspace.us/claires_word/movies/claire_johnson/fantastic_beasts:_the_secrets_of_dumbledore_2022
2021	Otra forma de entender la vida	7.4	Claire Johnson	I didn't understand the dialogues cause i don't speak spanish	6d2eff18c8cc875fa1f794a61010ec11	https://myspace.us/claires_word/movies/claire_johnson/otra_forma_de_entender_la_vida_2021
2022	Fittest on Earth: Next Gen	5.9	Claire Johnson	A good movie even for a Documentary	69762be3a6ea19fe8182399467b395b9	https://myspace.us/claires_word/movies/claire_johnson/fittest_on_earth:_next_gen_2022
2021	Sometime Other Than Now	5.8	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/sometime_other_than_now_2021
2022	The Great American Tag Sale with Martha Stewart	5.6	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/the_great_american_tag_sale_with_martha_stewart_2022
2021	Summer of Soul (...Or When the Revolution Could Not Be Televised)	8	Claire Johnson	A good Documentary	25bac554b05376c12b583bec9100bbca	https://myspace.us/claires_word/movies/claire_johnson/summer_of_soul_(...or_when_the_revolution_could_not_be_televised)_2021
2021	The Art of Incarceration	7.8	Claire Johnson	A good movie even for a Documentary	69762be3a6ea19fe8182399467b395b9	https://myspace.us/claires_word/movies/claire_johnson/the_art_of_incarceration_2021
2021	Songs for a Sloth	5.7	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/songs_for_a_sloth_2021
2021	This Is Francis X. Bushman	7.4	Claire Johnson	A good movie even for a Documentary	69762be3a6ea19fe8182399467b395b9	https://myspace.us/claires_word/movies/claire_johnson/this_is_francis_x._bushman_2021
2022	Thirteen Lives	7.8	Claire Johnson	Yeahh! This movie is definitely a must see	a454f1cdf9793c46463a92f4739855e8	https://myspace.us/claires_word/movies/claire_johnson/thirteen_lives_2022
2022	Jessie and the Elf Boy	6.5	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/jessie_and_the_elf_boy_2022
2022	Nope	7.1	Claire Johnson	Awesome movie! It scared the hell out of me	73ebcdc52c9e21bc1ec1e68eafedb702	https://myspace.us/claires_word/movies/claire_johnson/nope_2022
2021	Seance	5.2	Claire Johnson	Awesome movie! It scared the hell out of me	73ebcdc52c9e21bc1ec1e68eafedb702	https://myspace.us/claires_word/movies/claire_johnson/seance_2021
2021	The Grandmother	5.9	Claire Johnson	I didn't understand the dialogues cause i don't speak spanish	6d2eff18c8cc875fa1f794a61010ec11	https://myspace.us/claires_word/movies/claire_johnson/the_grandmother_2021
2021	Peter Rabbit 2: The Runaway	6.2	Claire Johnson	it is a bit far fetched but a good movie overall	4d995ff0a369970496834539172a8034	https://myspace.us/claires_word/movies/claire_johnson/peter_rabbit_2:_the_runaway_2021
2007	Suburban Girl	5.4	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/suburban_girl_2007
2022	Spin Me Round	5.1	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/spin_me_round_2022
2001	The Lord of the Rings: The Fellowship of the Ring	8.8	Claire Johnson	A good choice to spent the Saturday evening	69312425ab8a6286b552630ff5711fbb	https://myspace.us/claires_word/movies/claire_johnson/the_lord_of_the_rings:_the_fellowship_of_the_ring_2001
2021	The Fallout	7	Claire Johnson	Yeahh! This movie is definitely a must see	a454f1cdf9793c46463a92f4739855e8	https://myspace.us/claires_word/movies/claire_johnson/the_fallout_2021
2021	Rhapsody of Love	5.7	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/rhapsody_of_love_2021
2021	Operation Mincemeat	6.6	Claire Johnson	Too long! i got asleep	035255c7e227a7319cb01e6382109136	https://myspace.us/claires_word/movies/claire_johnson/operation_mincemeat_2021
2021	The Most Reluctant Convert	6.9	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/the_most_reluctant_convert_2021
2021	Silk Road	5.9	Claire Johnson	it is a bit far fetched but a good movie overall	4d995ff0a369970496834539172a8034	https://myspace.us/claires_word/movies/claire_johnson/silk_road_2021
2022	Nude Tuesday	5.7	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/nude_tuesday_2022
2022	Kimi	6.3	Claire Johnson	it is a bit far fetched but a good movie overall	4d995ff0a369970496834539172a8034	https://myspace.us/claires_word/movies/claire_johnson/kimi_2022
2022	City of Vultures 3	5.5	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/city_of_vultures_3_2022
2022	Vanished: Searching for My Sister	5.5	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/vanished:_searching_for_my_sister_2022
1990	The Hunt for Red October	7.6	Claire Johnson	Yeahh! This movie is definitely a must see	a454f1cdf9793c46463a92f4739855e8	https://myspace.us/claires_word/movies/claire_johnson/the_hunt_for_red_october_1990
2021	Walking with Herb	5.2	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/walking_with_herb_2021
2014	No Good Deed	5.6	Claire Johnson	Awesome movie! It scared the hell out of me	73ebcdc52c9e21bc1ec1e68eafedb702	https://myspace.us/claires_word/movies/claire_johnson/no_good_deed_2014
2022	Shane	7.1	Claire Johnson	A good movie even for a Documentary	69762be3a6ea19fe8182399467b395b9	https://myspace.us/claires_word/movies/claire_johnson/shane_2022
2021	Snakehead	5.1	Claire Johnson	it is a bit far fetched but a good movie overall	4d995ff0a369970496834539172a8034	https://myspace.us/claires_word/movies/claire_johnson/snakehead_2021
2022	Moon Manor	5.3	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/moon_manor_2022
2021	The Exorcism of God	5.3	Claire Johnson	Awesome movie! It scared the hell out of me	73ebcdc52c9e21bc1ec1e68eafedb702	https://myspace.us/claires_word/movies/claire_johnson/the_exorcism_of_god_2021
2021	The King's Man	6.3	Claire Johnson	Too long! i got asleep	035255c7e227a7319cb01e6382109136	https://myspace.us/claires_word/movies/claire_johnson/the_king's_man_2021
2021	WWE: Royal Rumble	6.9	Claire Johnson	Too long! i got asleep	035255c7e227a7319cb01e6382109136	https://myspace.us/claires_word/movies/claire_johnson/wwe:_royal_rumble_2021
2021	Saving Paradise	6	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/saving_paradise_2021
2022	Prizefighter: The Life of Jem Belcher	5.4	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/prizefighter:_the_life_of_jem_belcher_2022
2022	Fourth of July	7.1	Claire Johnson	Yeahh! This movie is definitely a must see	a454f1cdf9793c46463a92f4739855e8	https://myspace.us/claires_word/movies/claire_johnson/fourth_of_july_2022
2021	The Final Code	5.7	Claire Johnson	Too long! i got asleep	035255c7e227a7319cb01e6382109136	https://myspace.us/claires_word/movies/claire_johnson/the_final_code_2021
2021	Vengeance Is Mine	6	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/vengeance_is_mine_2021
2021	The Woman in the Window	5.7	Claire Johnson	it is a bit far fetched but a good movie overall	4d995ff0a369970496834539172a8034	https://myspace.us/claires_word/movies/claire_johnson/the_woman_in_the_window_2021
2022	Downton Abbey: A New Era	7.5	Claire Johnson	A good movie to watch with your couple	f18e6af7a735bde07f9fc7e464856620	https://myspace.us/claires_word/movies/claire_johnson/downton_abbey:_a_new_era_2022
2022	The Finellis Movie	7.2	Claire Johnson	Yeahh! This movie is definitely a must see	a454f1cdf9793c46463a92f4739855e8	https://myspace.us/claires_word/movies/claire_johnson/the_finellis_movie_2022
2021	Strange Friends	5.8	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/strange_friends_2021
2022	Love Fashion Repeat	6.7	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/love_fashion_repeat_2022
2021	The Conservation Game	7	Claire Johnson	A good Documentary	25bac554b05376c12b583bec9100bbca	https://myspace.us/claires_word/movies/claire_johnson/the_conservation_game_2021
1995	Congo	5.2	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/congo_1995
1988	The Unbearable Lightness of Being	7.3	Claire Johnson	A good movie to watch with your couple	f18e6af7a735bde07f9fc7e464856620	https://myspace.us/claires_word/movies/claire_johnson/the_unbearable_lightness_of_being_1988
2022	Aloha with Love	5.9	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/aloha_with_love_2022
2021	The Manor	5.3	Claire Johnson	Awesome movie! It scared the hell out of me	73ebcdc52c9e21bc1ec1e68eafedb702	https://myspace.us/claires_word/movies/claire_johnson/the_manor_2021
2021	The Real Charlie Chaplin	7.3	Claire Johnson	A good movie even for a Documentary	69762be3a6ea19fe8182399467b395b9	https://myspace.us/claires_word/movies/claire_johnson/the_real_charlie_chaplin_2021
2022	Los Tigres Del Norte: Stories to Tell	8.1	Claire Johnson	I didn't understand the dialogues cause i don't speak spanish	6d2eff18c8cc875fa1f794a61010ec11	https://myspace.us/claires_word/movies/claire_johnson/los_tigres_del_norte:_stories_to_tell_2022
2021	Time for Them to Come Home for Christmas	7.2	Claire Johnson	A good movie to watch with your couple	f18e6af7a735bde07f9fc7e464856620	https://myspace.us/claires_word/movies/claire_johnson/time_for_them_to_come_home_for_christmas_2021
2021	Slumber Party Massacre	5	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/slumber_party_massacre_2021
2021	Wild Indian	5.8	Claire Johnson	it is a bit far fetched but a good movie overall	4d995ff0a369970496834539172a8034	https://myspace.us/claires_word/movies/claire_johnson/wild_indian_2021
2021	Parallel Mothers	7.1	Claire Johnson	I didn't understand the dialogues cause i don't speak spanish	6d2eff18c8cc875fa1f794a61010ec11	https://myspace.us/claires_word/movies/claire_johnson/parallel_mothers_2021
2021	Past Shadows	6.4	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/past_shadows_2021
2021	Right in Front of Me	6.6	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/right_in_front_of_me_2021
2021	The Survivor	6.7	Claire Johnson	Too long! i got asleep	035255c7e227a7319cb01e6382109136	https://myspace.us/claires_word/movies/claire_johnson/the_survivor_2021
2022	Finding Carlos	4.9	Claire Johnson	Not bad but definitely overrated	62687b7a5beaa7abebbc86d7753b6bce	https://myspace.us/claires_word/movies/claire_johnson/finding_carlos_2022
2021	The Man Putin Couldn't Kill	7.1	Claire Johnson	A good movie even for a Documentary	69762be3a6ea19fe8182399467b395b9	https://myspace.us/claires_word/movies/claire_johnson/the_man_putin_couldn't_kill_2021
2022	Rise	7	Claire Johnson	Yeahh! This movie is definitely a must see	a454f1cdf9793c46463a92f4739855e8	https://myspace.us/claires_word/movies/claire_johnson/rise_2022
2021	The Smartest Kids in the World	7.6	Claire Johnson	A good Documentary	25bac554b05376c12b583bec9100bbca	https://myspace.us/claires_word/movies/claire_johnson/the_smartest_kids_in_the_world_2021
2022	Two Tickets to Paradise	6.8	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/two_tickets_to_paradise_2022
2021	Slapface	5.1	Claire Johnson	Awesome movie! It scared the hell out of me	73ebcdc52c9e21bc1ec1e68eafedb702	https://myspace.us/claires_word/movies/claire_johnson/slapface_2021
2022	A Royal Runaway Romance	6.8	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/a_royal_runaway_romance_2022
2022	Hustle	7.3	Claire Johnson	Yeahh! This movie is definitely a must see	a454f1cdf9793c46463a92f4739855e8	https://myspace.us/claires_word/movies/claire_johnson/hustle_2022
2021	Woodstock 99: Peace Love and Rage	7.1	Claire Johnson	A good movie even for a Documentary	69762be3a6ea19fe8182399467b395b9	https://myspace.us/claires_word/movies/claire_johnson/woodstock_99:_peace_love_and_rage_2021
2009	My Sister's Keeper	7.3	Claire Johnson	Yeahh! This movie is definitely a must see	a454f1cdf9793c46463a92f4739855e8	https://myspace.us/claires_word/movies/claire_johnson/my_sister's_keeper_2009
2021	Poser	6	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/poser_2021
2021	Passing	6.6	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/passing_2021
2021	Trigger Point	4.9	Claire Johnson	Not bad but definitely overrated	62687b7a5beaa7abebbc86d7753b6bce	https://myspace.us/claires_word/movies/claire_johnson/trigger_point_2021
2021	The Razz Guy	6.3	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/the_razz_guy_2021
2022	Luck	6.3	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/luck_2022
1993	Malice	6.4	Claire Johnson	it is a bit far fetched but a good movie overall	4d995ff0a369970496834539172a8034	https://myspace.us/claires_word/movies/claire_johnson/malice_1993
2022	Explorer	8.1	Claire Johnson	A good Documentary	25bac554b05376c12b583bec9100bbca	https://myspace.us/claires_word/movies/claire_johnson/explorer_2022
2022	Tom Daley: Illegal to Be Me	5.5	Claire Johnson	A good Documentary	25bac554b05376c12b583bec9100bbca	https://myspace.us/claires_word/movies/claire_johnson/tom_daley:_illegal_to_be_me_2022
2021	Seven Deadly Sins: Lust	5.4	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/seven_deadly_sins:_lust_2021
2022	A Perfect Pairing	6.1	Claire Johnson	That's what I call a great choice!	5f22f1ec97a809878d9f599cdd738f80	https://myspace.us/claires_word/movies/claire_johnson/a_perfect_pairing_2022
2022	The Wall: Climb for Gold	7.1	Claire Johnson	A good movie even for a Documentary	69762be3a6ea19fe8182399467b395b9	https://myspace.us/claires_word/movies/claire_johnson/the_wall:_climb_for_gold_2022
